text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,steeming
GOJEK GUE PELIT VOUCHER,-1,"['GOJEK', 'GUE', 'PELIT', 'VOUCHER']",<FreqDist with 4 samples and 4 outcomes>,"['GOJEK', 'GUE', 'PELIT', 'VOUCHER']","['gojek', 'gue', 'pelit', 'voucher']"
Aku udah ikhlas tapi nyesek aja soalnya waktu itu gak sempet cobain yg keju Belinya sabtu sore ,-1,"['Aku', 'udah', 'ikhlas', 'tapi', 'nyesek', 'aja', 'soalnya', 'waktu', 'itu', 'gak', 'sempet', 'cobain', 'yg', 'keju', 'Belinya', 'sabtu', 'sore']",<FreqDist with 17 samples and 17 outcomes>,"['Aku', 'ikhlas', 'nyesek', 'sempet', 'cobain', 'keju', 'Belinya', 'sabtu', 'sore']","['aku', 'ikhlas', 'nyesek', 'sempet', 'cobain', 'keju', 'beli', 'sabtu', 'sore']"
Ini gojek anjg bgt masa voucher rebu doangg sih anjritttt,-1,"['Ini', 'gojek', 'anjg', 'bgt', 'masa', 'voucher', 'rebu', 'doangg', 'sih', 'anjritttt']",<FreqDist with 10 samples and 10 outcomes>,"['Ini', 'gojek', 'anjg', 'voucher', 'rebu', 'doangg', 'anjritttt']","['ini', 'gojek', 'anjg', 'voucher', 'rebu', 'doangg', 'anjritttt']"
RT habede cie anjay umur baru makin tua aja lu wish you all the best gua bagian aamiin in aja jangan lupa nya,1,"['RT', 'habede', 'cie', 'anjay', 'umur', 'baru', 'makin', 'tua', 'aja', 'lu', 'wish', 'you', 'all', 'the', 'best', 'gua', 'bagian', 'aamiin', 'in', 'aja', 'jangan', 'lupa', 'nya']",<FreqDist with 22 samples and 23 outcomes>,"['RT', 'habede', 'anjay', 'umur', 'tua', 'wish', 'all', 'best', 'gua', 'aamiin', 'lupa']","['rt', 'habede', 'anjay', 'umur', 'tua', 'wish', 'all', 'best', 'gua', 'aamiin', 'lupa']"
habede cie anjay umur baru makin tua aja lu wish you all the best gua bagian aamiin in aja jangan lupa,1,"['habede', 'cie', 'anjay', 'umur', 'baru', 'makin', 'tua', 'aja', 'lu', 'wish', 'you', 'all', 'the', 'best', 'gua', 'bagian', 'aamiin', 'in', 'aja', 'jangan', 'lupa']",<FreqDist with 20 samples and 21 outcomes>,"['habede', 'anjay', 'umur', 'tua', 'wish', 'all', 'best', 'gua', 'aamiin', 'lupa']","['habede', 'anjay', 'umur', 'tua', 'wish', 'all', 'best', 'gua', 'aamiin', 'lupa']"
Gojek udah lama punya Gopay Tapi kenapa Grab enggak bikin juga ya Kenapa mereka Grab lebih asyik kerja sama den,1,"['Gojek', 'udah', 'lama', 'punya', 'Gopay', 'Tapi', 'kenapa', 'Grab', 'enggak', 'bikin', 'juga', 'ya', 'Kenapa', 'mereka', 'Grab', 'lebih', 'asyik', 'kerja', 'sama', 'den']",<FreqDist with 19 samples and 20 outcomes>,"['Gojek', 'Gopay', 'Tapi', 'Grab', 'Kenapa', 'Grab', 'den']","['gojek', 'gopay', 'tapi', 'grab', 'kenapa', 'grab', 'den']"
nangis banget ga dapet gojek,-1,"['nangis', 'banget', 'ga', 'dapet', 'gojek']",<FreqDist with 5 samples and 5 outcomes>,"['nangis', 'banget', 'dapet', 'gojek']","['nang', 'banget', 'dapet', 'gojek']"
Gue lupa bilang di note orderan jngn tulis nama gue di gelas coffe nya tpi malah ditulis nama gue gue cuma bilang,-1,"['Gue', 'lupa', 'bilang', 'di', 'note', 'orderan', 'jngn', 'tulis', 'nama', 'gue', 'di', 'gelas', 'coffe', 'nya', 'tpi', 'malah', 'ditulis', 'nama', 'gue', 'gue', 'cuma', 'bilang']",<FreqDist with 17 samples and 22 outcomes>,"['Gue', 'lupa', 'note', 'orderan', 'tulis', 'nama', 'gue', 'gelas', 'coffe', 'tpi', 'ditulis', 'nama', 'gue', 'gue']","['gue', 'lupa', 'note', 'order', 'tulis', 'nama', 'gue', 'gelas', 'coffe', 'tpi', 'tulis', 'nama', 'gue', 'gue']"
RT Sayangnya baru bisa di stasiun KRL doang btw saran lain kalo mau naik KRL bisa dari aplikasi gojek terus ,1,"['RT', 'Sayangnya', 'baru', 'bisa', 'di', 'stasiun', 'KRL', 'doang', 'btw', 'saran', 'lain', 'kalo', 'mau', 'naik', 'KRL', 'bisa', 'dari', 'aplikasi', 'gojek', 'terus']",<FreqDist with 18 samples and 20 outcomes>,"['RT', 'Sayangnya', 'stasiun', 'KRL', 'doang', 'saran', 'KRL', 'aplikasi', 'gojek']","['rt', 'sayang', 'stasiun', 'krl', 'doang', 'saran', 'krl', 'aplikasi', 'gojek']"
Tapi cemaslah ketika akun diblokir sepihak oleh Gojek dan elu ndak bisa lagi memulihkan akun itu,-1,"['Tapi', 'cemaslah', 'ketika', 'akun', 'diblokir', 'sepihak', 'oleh', 'Gojek', 'dan', 'elu', 'ndak', 'bisa', 'lagi', 'memulihkan', 'akun', 'itu']",<FreqDist with 15 samples and 16 outcomes>,"['Tapi', 'cemaslah', 'akun', 'diblokir', 'Gojek', 'elu', 'ndak', 'memulihkan', 'akun']","['tapi', 'cemas', 'akun', 'blokir', 'gojek', 'elu', 'ndak', 'pulih', 'akun']"
pernah jalan di area sarinah karena terpaksa di maps sih sekilo an tadinya mau gojek tapi harus muter jauh akhirnya milih jalan dan ternyata ga berasa berasa amat emang lingkungan berpengaruh,1,"['pernah', 'jalan', 'di', 'area', 'sarinah', 'karena', 'terpaksa', 'di', 'maps', 'sih', 'sekilo', 'an', 'tadinya', 'mau', 'gojek', 'tapi', 'harus', 'muter', 'jauh', 'akhirnya', 'milih', 'jalan', 'dan', 'ternyata', 'ga', 'berasa', 'berasa', 'amat', 'emang', 'lingkungan', 'berpengaruh']",<FreqDist with 28 samples and 31 outcomes>,"['jalan', 'area', 'sarinah', 'terpaksa', 'maps', 'sekilo', 'gojek', 'muter', 'milih', 'jalan', 'berasa', 'berasa', 'emang', 'lingkungan', 'berpengaruh']","['jalan', 'area', 'sarinah', 'paksa', 'maps', 'kilo', 'gojek', 'muter', 'milih', 'jalan', 'asa', 'asa', 'emang', 'lingkung', 'pengaruh']"
Bareng om gojek sabi tu,1,"['Bareng', 'om', 'gojek', 'sabi', 'tu']",<FreqDist with 5 samples and 5 outcomes>,"['Bareng', 'gojek', 'sabi']","['bareng', 'gojek', 'sabi']"
Hbs liat ava wa doi sialan kaya aa aa gojek,-1,"['Hbs', 'liat', 'ava', 'wa', 'doi', 'sialan', 'kaya', 'aa', 'aa', 'gojek']",<FreqDist with 9 samples and 10 outcomes>,"['Hbs', 'liat', 'ava', 'doi', 'sialan', 'kaya', 'gojek']","['hbs', 'liat', 'ava', 'doi', 'sial', 'kaya', 'gojek']"
couldnt imagine the pain of mas gojek nyasar berkali grgr lokasi gmaps salah,-1,"['couldnt', 'imagine', 'the', 'pain', 'of', 'mas', 'gojek', 'nyasar', 'berkali', 'grgr', 'lokasi', 'gmaps', 'salah']",<FreqDist with 13 samples and 13 outcomes>,"['couldnt', 'imagine', 'pain', 'gojek', 'nyasar', 'berkali', 'grgr', 'lokasi', 'gmaps', 'salah']","['couldnt', 'imagine', 'pain', 'gojek', 'nyasar', 'kali', 'grgr', 'lokasi', 'gmaps', 'salah']"
Gw kira gopay tu aplk ternyata gopay tu ada di dalem gojek bodoh bgt,-1,"['Gw', 'kira', 'gopay', 'tu', 'aplk', 'ternyata', 'gopay', 'tu', 'ada', 'di', 'dalem', 'gojek', 'bodoh', 'bgt']",<FreqDist with 12 samples and 14 outcomes>,"['Gw', 'gopay', 'aplk', 'gopay', 'dalem', 'gojek', 'bodoh']","['gw', 'gopay', 'aplk', 'gopay', 'dalem', 'gojek', 'bodoh']"
katanya engga ada rasanya sih tapi tetep aja takut  also got confused on people wearing lenses and sti,-1,"['katanya', 'engga', 'ada', 'rasanya', 'sih', 'tapi', 'tetep', 'aja', 'takut', 'also', 'got', 'confused', 'on', 'people', 'wearing', 'lenses', 'and', 'sti']",<FreqDist with 18 samples and 18 outcomes>,"['engga', 'tetep', 'takut', 'also', 'got', 'confused', 'people', 'wearing', 'lenses', 'sti']","['engga', 'tetep', 'takut', 'also', 'got', 'confused', 'people', 'wearing', 'lenses', 'sti']"
Saingan ku Gojek,-1,"['Saingan', 'ku', 'Gojek']",<FreqDist with 3 samples and 3 outcomes>,"['Saingan', 'ku', 'Gojek']","['saing', 'ku', 'gojek']"
BENER BANGET CUY padahal its not  big deal tho gitu cuma sebatas nganterin kan ya udah malem gitu what if kalo lo di posisi itu trs pacar lo gbs jemput lo dan itu udah malem YAKAN NGERI JUGA NAIK GOJEK GITU,-1,"['BENER', 'BANGET', 'CUY', 'padahal', 'its', 'not', 'big', 'deal', 'tho', 'gitu', 'cuma', 'sebatas', 'nganterin', 'kan', 'ya', 'udah', 'malem', 'gitu', 'what', 'if', 'kalo', 'lo', 'di', 'posisi', 'itu', 'trs', 'pacar', 'lo', 'gbs', 'jemput', 'lo', 'dan', 'itu', 'udah', 'malem', 'YAKAN', 'NGERI', 'JUGA', 'NAIK', 'GOJEK', 'GITU']",<FreqDist with 35 samples and 41 outcomes>,"['BENER', 'BANGET', 'CUY', 'its', 'not', 'big', 'deal', 'sebatas', 'nganterin', 'malem', 'posisi', 'trs', 'pacar', 'gbs', 'jemput', 'malem', 'YAKAN', 'NGERI', 'JUGA', 'NAIK', 'GOJEK', 'GITU']","['bener', 'banget', 'cuy', 'its', 'not', 'big', 'deal', 'batas', 'nganterin', 'malem', 'posisi', 'trs', 'pacar', 'gbs', 'jemput', 'malem', 'yakan', 'ngeri', 'juga', 'naik', 'gojek', 'gitu']"
Saya pengen pakai gopay yg terpisah dari gojek titik,-1,"['Saya', 'pengen', 'pakai', 'gopay', 'yg', 'terpisah', 'dari', 'gojek', 'titik']",<FreqDist with 9 samples and 9 outcomes>,"['Saya', 'pengen', 'pakai', 'gopay', 'terpisah', 'gojek', 'titik']","['saya', 'ken', 'pakai', 'gopay', 'pisah', 'gojek', 'titik']"
top up pulsa di gojek knp lama bgt ya hhhhh,-1,"['top', 'up', 'pulsa', 'di', 'gojek', 'knp', 'lama', 'bgt', 'ya', 'hhhhh']",<FreqDist with 10 samples and 10 outcomes>,"['top', 'up', 'pulsa', 'gojek', 'knp', 'hhhhh']","['top', 'up', 'pulsa', 'gojek', 'knp', 'hhhhh']"
Bismillah gojek rame yagesyak,1,"['Bismillah', 'gojek', 'rame', 'yagesyak']",<FreqDist with 4 samples and 4 outcomes>,"['Bismillah', 'gojek', 'rame', 'yagesyak']","['bismillah', 'gojek', 'rame', 'yagesyak']"
wkwk jadi inget kemarin malem pulang dari baltos naik gojek terus waktu mau turun dari gojek hampir mau jatoh gara,-1,"['wkwk', 'jadi', 'inget', 'kemarin', 'malem', 'pulang', 'dari', 'baltos', 'naik', 'gojek', 'terus', 'waktu', 'mau', 'turun', 'dari', 'gojek', 'hampir', 'mau', 'jatoh', 'gara']",<FreqDist with 17 samples and 20 outcomes>,"['inget', 'kemarin', 'malem', 'pulang', 'baltos', 'gojek', 'turun', 'gojek', 'jatoh', 'gara']","['inget', 'kemarin', 'malem', 'pulang', 'baltos', 'gojek', 'turun', 'gojek', 'jatoh', 'gara']"
Yaudah sok jd gojek,1,"['Yaudah', 'sok', 'jd', 'gojek']",<FreqDist with 4 samples and 4 outcomes>,"['Yaudah', 'sok', 'gojek']","['yaudah', 'sok', 'gojek']"
Keknya seru juga iseng daftarin temen ke gojek,1,"['Keknya', 'seru', 'juga', 'iseng', 'daftarin', 'temen', 'ke', 'gojek']",<FreqDist with 8 samples and 8 outcomes>,"['Keknya', 'seru', 'iseng', 'daftarin', 'temen', 'gojek']","['kek', 'seru', 'iseng', 'daftarin', 'temen', 'gojek']"
aku rela jadi gojek km,1,"['aku', 'rela', 'jadi', 'gojek', 'km']",<FreqDist with 5 samples and 5 outcomes>,"['rela', 'gojek']","['rela', 'gojek']"
Abang gojek dan satpam,-1,"['Abang', 'gojek', 'dan', 'satpam']",<FreqDist with 4 samples and 4 outcomes>,"['Abang', 'gojek', 'satpam']","['abang', 'gojek', 'satpam']"
Tau gitu gue naek krl dah daripada naek gojek ,-1,"['Tau', 'gitu', 'gue', 'naek', 'krl', 'dah', 'daripada', 'naek', 'gojek']",<FreqDist with 8 samples and 9 outcomes>,"['Tau', 'gue', 'naek', 'krl', 'naek', 'gojek']","['tau', 'gue', 'naek', 'krl', 'naek', 'gojek']"
sleep deprived pas pulang bareng gojek itu ngga enak pol,-1,"['sleep', 'deprived', 'pas', 'pulang', 'bareng', 'gojek', 'itu', 'ngga', 'enak', 'pol']",<FreqDist with 10 samples and 10 outcomes>,"['sleep', 'deprived', 'pas', 'pulang', 'bareng', 'gojek', 'ngga']","['sleep', 'deprived', 'pas', 'pulang', 'bareng', 'gojek', 'ngga']"
atau ga perluas jangkauan daerah transportasi umumnya gitu misal jarak dari stasiun keretamrttj km dari rumah,-1,"['atau', 'ga', 'perluas', 'jangkauan', 'daerah', 'transportasi', 'umumnya', 'gitu', 'misal', 'jarak', 'dari', 'stasiun', 'keretamrttj', 'km', 'dari', 'rumah']",<FreqDist with 15 samples and 16 outcomes>,"['perluas', 'jangkauan', 'daerah', 'transportasi', 'jarak', 'stasiun', 'keretamrttj', 'rumah']","['luas', 'jangkau', 'daerah', 'transportasi', 'jarak', 'stasiun', 'keretamrttj', 'rumah']"
Hasil akan datang dengan cara dijemput Moal mungkin naek grab gojek Komo angkot,1,"['Hasil', 'akan', 'datang', 'dengan', 'cara', 'dijemput', 'Moal', 'mungkin', 'naek', 'grab', 'gojek', 'Komo', 'angkot']",<FreqDist with 13 samples and 13 outcomes>,"['Hasil', 'dijemput', 'Moal', 'naek', 'grab', 'gojek', 'Komo', 'angkot']","['hasil', 'jemput', 'moal', 'naek', 'grab', 'gojek', 'komo', 'angkot']"
kalo mau kirim hari ini kes kirim gojek Aduh kes gua butuh dompet gua Kalo kirim paket kelamaan kes,1,"['kalo', 'mau', 'kirim', 'hari', 'ini', 'kes', 'kirim', 'gojek', 'Aduh', 'kes', 'gua', 'butuh', 'dompet', 'gua', 'Kalo', 'kirim', 'paket', 'kelamaan', 'kes']",<FreqDist with 14 samples and 19 outcomes>,"['kirim', 'kirim', 'gojek', 'Aduh', 'gua', 'butuh', 'dompet', 'gua', 'Kalo', 'kirim', 'paket']","['kirim', 'kirim', 'gojek', 'aduh', 'gua', 'butuh', 'dompet', 'gua', 'kalo', 'kirim', 'paket']"
gojek grab gajelas ngasi promo kek niat ga niat,-1,"['gojek', 'grab', 'gajelas', 'ngasi', 'promo', 'kek', 'niat', 'ga', 'niat']",<FreqDist with 8 samples and 9 outcomes>,"['gojek', 'grab', 'gajelas', 'ngasi', 'promo', 'niat', 'niat']","['gojek', 'grab', 'gajelas', 'ngasi', 'promo', 'niat', 'niat']"
mmortal Yes kadang lebih murah pake gopaylater Suka suka gojek ngasih voucher nya,-1,"['mmortal', 'Yes', 'kadang', 'lebih', 'murah', 'pake', 'gopaylater', 'Suka', 'suka', 'gojek', 'ngasih', 'voucher', 'nya']",<FreqDist with 13 samples and 13 outcomes>,"['mmortal', 'Yes', 'kadang', 'murah', 'pake', 'gopaylater', 'Suka', 'suka', 'gojek', 'ngasih', 'voucher']","['mmortal', 'yes', 'kadang', 'murah', 'pake', 'gopaylater', 'suka', 'suka', 'gojek', 'ngasih', 'voucher']"
Males deh pake gojek sekarang Udah nggak pernah dapet voucher gofood lagi,-1,"['Males', 'deh', 'pake', 'gojek', 'sekarang', 'Udah', 'nggak', 'pernah', 'dapet', 'voucher', 'gofood', 'lagi']",<FreqDist with 12 samples and 12 outcomes>,"['Males', 'pake', 'gojek', 'Udah', 'nggak', 'dapet', 'voucher', 'gofood']","['males', 'pake', 'gojek', 'udah', 'nggak', 'dapet', 'voucher', 'gofood']"
Fix  bs jd gojek disana buat antar jemput,1,"['Fix', 'bs', 'jd', 'gojek', 'disana', 'buat', 'antar', 'jemput']",<FreqDist with 8 samples and 8 outcomes>,"['Fix', 'gojek', 'disana', 'jemput']","['fix', 'gojek', 'sana', 'jemput']"
Pernah ga chat sama ayang di gojek,1,"['Pernah', 'ga', 'chat', 'sama', 'ayang', 'di', 'gojek']",<FreqDist with 7 samples and 7 outcomes>,"['Pernah', 'chat', 'ayang', 'gojek']","['pernah', 'chat', 'ayang', 'gojek']"
mmortal aku udh lama bngt ga dpt udh hub cs gojek katanya ga ada masalah Pengen dpt jugaa,1,"['mmortal', 'aku', 'udh', 'lama', 'bngt', 'ga', 'dpt', 'udh', 'hub', 'cs', 'gojek', 'katanya', 'ga', 'ada', 'masalah', 'Pengen', 'dpt', 'jugaa']",<FreqDist with 15 samples and 18 outcomes>,"['mmortal', 'udh', 'bngt', 'udh', 'hub', 'cs', 'gojek', 'Pengen']","['mmortal', 'udh', 'bngt', 'udh', 'hub', 'cs', 'gojek', 'ken']"
unrelated but pas SMA abis ke satu umkm pernah nunggu gojek di pinggir jalan sndiri tb ada bapak lewat naik motor berhenti lgsg bilang mau kemana dek ayo bareng saya arahnya kesana kok mana udh ditolak masih ngajaklah tau apa ni org tntg arah rumah gue,-1,"['unrelated', 'but', 'pas', 'SMA', 'abis', 'ke', 'satu', 'umkm', 'pernah', 'nunggu', 'gojek', 'di', 'pinggir', 'jalan', 'sndiri', 'tb', 'ada', 'bapak', 'lewat', 'naik', 'motor', 'berhenti', 'lgsg', 'bilang', 'mau', 'kemana', 'dek', 'ayo', 'bareng', 'saya', 'arahnya', 'kesana', 'kok', 'mana', 'udh', 'ditolak', 'masih', 'ngajaklah', 'tau', 'apa', 'ni', 'org', 'tntg', 'arah', 'rumah', 'gue']",<FreqDist with 46 samples and 46 outcomes>,"['unrelated', 'pas', 'SMA', 'abis', 'umkm', 'nunggu', 'gojek', 'pinggir', 'jalan', 'sndiri', 'tb', 'motor', 'berhenti', 'lgsg', 'kemana', 'dek', 'ayo', 'bareng', 'arahnya', 'kesana', 'udh', 'ditolak', 'ngajaklah', 'tntg', 'arah', 'rumah', 'gue']","['unrelated', 'pas', 'sma', 'abis', 'umkm', 'nunggu', 'gojek', 'pinggir', 'jalan', 'sndiri', 'tb', 'motor', 'henti', 'lgsg', 'mana', 'dek', 'ayo', 'bareng', 'arah', 'kesana', 'udh', 'tolak', 'ngajaklah', 'tntg', 'arah', 'rumah', 'gue']"
km fto  spion gojek sj,1,"['km', 'fto', 'spion', 'gojek', 'sj']",<FreqDist with 5 samples and 5 outcomes>,"['fto', 'spion', 'gojek']","['fto', 'spion', 'gojek']"
Gojek mihil bgt,-1,"['Gojek', 'mihil', 'bgt']",<FreqDist with 3 samples and 3 outcomes>,"['Gojek', 'mihil']","['gojek', 'mihil']"
ga dapet voc gojekgofood samsek,-1,"['ga', 'dapet', 'voc', 'gojekgofood', 'samsek']",<FreqDist with 5 samples and 5 outcomes>,"['dapet', 'voc', 'gojekgofood', 'samsek']","['dapet', 'voc', 'gojekgofood', 'samsek']"
mmortal aku pernah bulan gadapet kakkk aku ga laporan ke gojek karena liat orang lain gaada,-1,"['mmortal', 'aku', 'pernah', 'bulan', 'gadapet', 'kakkk', 'aku', 'ga', 'laporan', 'ke', 'gojek', 'karena', 'liat', 'orang', 'lain', 'gaada']",<FreqDist with 15 samples and 16 outcomes>,"['mmortal', 'gadapet', 'kakkk', 'laporan', 'gojek', 'liat', 'gaada']","['mmortal', 'gadapet', 'kakkk', 'lapor', 'gojek', 'liat', 'gaada']"
Ayo pake gojek,1,"['Ayo', 'pake', 'gojek']",<FreqDist with 3 samples and 3 outcomes>,"['Ayo', 'pake', 'gojek']","['ayo', 'pake', 'gojek']"
Hari ini orang kenapa pada jahat yaaa semua pada marah Heran Mulai dari dimarahin tukang angkot dimarahin gojek,-1,"['Hari', 'ini', 'orang', 'kenapa', 'pada', 'jahat', 'yaaa', 'semua', 'pada', 'marah', 'Heran', 'Mulai', 'dari', 'dimarahin', 'tukang', 'angkot', 'dimarahin', 'gojek']",<FreqDist with 16 samples and 18 outcomes>,"['Hari', 'jahat', 'marah', 'Heran', 'Mulai', 'dimarahin', 'tukang', 'angkot', 'dimarahin', 'gojek']","['hari', 'jahat', 'marah', 'heran', 'mulai', 'dimarahin', 'tukang', 'angkot', 'dimarahin', 'gojek']"
belakang gue gojek semua terus mereka gosipin customernya TUHAN JGN JGN GUE KL ANEH JG DIGOSIPIN HAHAHAH,-1,"['belakang', 'gue', 'gojek', 'semua', 'terus', 'mereka', 'gosipin', 'customernya', 'TUHAN', 'JGN', 'JGN', 'GUE', 'KL', 'ANEH', 'JG', 'DIGOSIPIN', 'HAHAHAH']",<FreqDist with 16 samples and 17 outcomes>,"['gue', 'gojek', 'gosipin', 'customernya', 'TUHAN', 'JGN', 'JGN', 'GUE', 'KL', 'ANEH', 'JG', 'DIGOSIPIN', 'HAHAHAH']","['gue', 'gojek', 'gosipin', 'customernya', 'tuhan', 'jgn', 'jgn', 'gue', 'kl', 'aneh', 'jg', 'digosipin', 'hahahah']"
Linetele syopi gojek sek onok,1,"['Linetele', 'syopi', 'gojek', 'sek', 'onok']",<FreqDist with 5 samples and 5 outcomes>,"['Linetele', 'syopi', 'gojek', 'onok']","['linetele', 'syopi', 'gojek', 'onok']"
Di dunia ini ada apk gojek gausah ngandelin pacar orang muluu kagak malu apaa ini lagi emaknya si ta,1,"['Di', 'dunia', 'ini', 'ada', 'apk', 'gojek', 'gausah', 'ngandelin', 'pacar', 'orang', 'muluu', 'kagak', 'malu', 'apaa', 'ini', 'lagi', 'emaknya', 'si', 'ta']",<FreqDist with 18 samples and 19 outcomes>,"['Di', 'dunia', 'apk', 'gojek', 'gausah', 'ngandelin', 'pacar', 'muluu', 'malu', 'emaknya']","['di', 'dunia', 'apk', 'gojek', 'gausah', 'ngandelin', 'pacar', 'muluu', 'malu', 'emaknya']"
Gabung grup Gojek niatnya bakal nemu cerita menarik Taunya jadi sedihhhhh,-1,"['Gabung', 'grup', 'Gojek', 'niatnya', 'bakal', 'nemu', 'cerita', 'menarik', 'Taunya', 'jadi', 'sedihhhhh']",<FreqDist with 11 samples and 11 outcomes>,"['Gabung', 'grup', 'Gojek', 'niatnya', 'nemu', 'cerita', 'menarik', 'Taunya', 'sedihhhhh']","['gabung', 'grup', 'gojek', 'niat', 'nemu', 'cerita', 'tarik', 'tau', 'sedihhhhh']"
sama nihhh gak prnh dpt promo goride padahal berangkat kerja selalu pake gojek,-1,"['sama', 'nihhh', 'gak', 'prnh', 'dpt', 'promo', 'goride', 'padahal', 'berangkat', 'kerja', 'selalu', 'pake', 'gojek']",<FreqDist with 13 samples and 13 outcomes>,"['nihhh', 'prnh', 'promo', 'goride', 'berangkat', 'pake', 'gojek']","['nihhh', 'prnh', 'promo', 'goride', 'berangkat', 'pake', 'gojek']"
Ini gimana si gojek yg jaraknya km kok sama kaya yg jaraknya km  kira  mendingan lanjut mrt dulu,-1,"['Ini', 'gimana', 'si', 'gojek', 'yg', 'jaraknya', 'km', 'kok', 'sama', 'kaya', 'yg', 'jaraknya', 'km', 'kira', 'mendingan', 'lanjut', 'mrt', 'dulu']",<FreqDist with 15 samples and 18 outcomes>,"['Ini', 'gojek', 'jaraknya', 'kaya', 'jaraknya', 'mendingan', 'mrt']","['ini', 'gojek', 'jarak', 'kaya', 'jarak', 'mending', 'mrt']"
demi si perumahan paling elit ka dhel wktu itu juga ada abang grabgojek pas lg pembanguan flyover tu di bwah flyover meninggal ketimpa besi atau apa gtu dari atas emg serem bgt,-1,"['demi', 'si', 'perumahan', 'paling', 'elit', 'ka', 'dhel', 'wktu', 'itu', 'juga', 'ada', 'abang', 'grabgojek', 'pas', 'lg', 'pembanguan', 'flyover', 'tu', 'di', 'bwah', 'flyover', 'meninggal', 'ketimpa', 'besi', 'atau', 'apa', 'gtu', 'dari', 'atas', 'emg', 'serem', 'bgt']",<FreqDist with 31 samples and 32 outcomes>,"['perumahan', 'elit', 'dhel', 'wktu', 'abang', 'grabgojek', 'pas', 'pembanguan', 'flyover', 'bwah', 'flyover', 'meninggal', 'ketimpa', 'besi', 'gtu', 'emg', 'serem']","['rumah', 'elit', 'dhel', 'wktu', 'abang', 'grabgojek', 'pas', 'pembanguan', 'flyover', 'bwah', 'flyover', 'tinggal', 'timpa', 'besi', 'gtu', 'emg', 'rem']"
Kirain bakal lamar jadi gojek dia,1,"['Kirain', 'bakal', 'lamar', 'jadi', 'gojek', 'dia']",<FreqDist with 6 samples and 6 outcomes>,"['Kirain', 'lamar', 'gojek']","['kirain', 'lamar', 'gojek']"
Better cari kos yang deket kantor biar bisa jalan jadi nggak kena macet dan lebih hemat karena biaya ,-1,"['Better', 'cari', 'kos', 'yang', 'deket', 'kantor', 'biar', 'bisa', 'jalan', 'jadi', 'nggak', 'kena', 'macet', 'dan', 'lebih', 'hemat', 'karena', 'biaya']",<FreqDist with 18 samples and 18 outcomes>,"['Better', 'cari', 'kos', 'deket', 'kantor', 'jalan', 'nggak', 'macet', 'hemat', 'biaya']","['better', 'cari', 'kos', 'deket', 'kantor', 'jalan', 'nggak', 'macet', 'hemat', 'biaya']"
Jauhh males naik gojek marahan lewat online ajaa,-1,"['Jauhh', 'males', 'naik', 'gojek', 'marahan', 'lewat', 'online', 'ajaa']",<FreqDist with 8 samples and 8 outcomes>,"['Jauhh', 'males', 'gojek', 'marahan', 'online']","['jauhh', 'males', 'gojek', 'marah', 'online']"
Buka aplikasi gojekgrab tinggal pesen ae neng kono,1,"['Buka', 'aplikasi', 'gojekgrab', 'tinggal', 'pesen', 'ae', 'neng', 'kono']",<FreqDist with 8 samples and 8 outcomes>,"['Buka', 'aplikasi', 'gojekgrab', 'tinggal', 'pesen', 'kono']","['buka', 'aplikasi', 'gojekgrab', 'tinggal', 'sen', 'kono']"
Selamat malam Untuk St Rangkasbitung merupakan stasiun khusus uang elektronik sehingga tdk melayani transaksi Tiket Harian Berjaminan THB Silakan menggunakan KMT uang elektronik bank Emoney Flazz Brizzi Tapcashpembayaran melalui aplikasi LinkAjaGojek Tks,1,"['Selamat', 'malam', 'Untuk', 'St', 'Rangkasbitung', 'merupakan', 'stasiun', 'khusus', 'uang', 'elektronik', 'sehingga', 'tdk', 'melayani', 'transaksi', 'Tiket', 'Harian', 'Berjaminan', 'THB', 'Silakan', 'menggunakan', 'KMT', 'uang', 'elektronik', 'bank', 'Emoney', 'Flazz', 'Brizzi', 'Tapcashpembayaran', 'melalui', 'aplikasi', 'LinkAjaGojek', 'Tks']",<FreqDist with 30 samples and 32 outcomes>,"['Selamat', 'malam', 'Untuk', 'St', 'Rangkasbitung', 'stasiun', 'uang', 'elektronik', 'melayani', 'transaksi', 'Tiket', 'Harian', 'Berjaminan', 'THB', 'Silakan', 'KMT', 'uang', 'elektronik', 'bank', 'Emoney', 'Flazz', 'Brizzi', 'Tapcashpembayaran', 'aplikasi', 'LinkAjaGojek', 'Tks']","['selamat', 'malam', 'untuk', 'st', 'rangkasbitung', 'stasiun', 'uang', 'elektronik', 'layan', 'transaksi', 'tiket', 'hari', 'jamin', 'thb', 'sila', 'kmt', 'uang', 'elektronik', 'bank', 'emoney', 'flazz', 'brizzi', 'tapcashpembayaran', 'aplikasi', 'linkajagojek', 'tks']"
